State,Transitions,Percentage Transitions
2,253,0.9921568627450981
5,254,0.996078431372549
6,253,0.9921568627450981
7,254,0.996078431372549
8,254,0.996078431372549
9,36,0.1411764705882353
10,254,0.996078431372549
11,254,0.996078431372549
12,253,0.9921568627450981
13,254,0.996078431372549
14,254,0.996078431372549
15,254,0.996078431372549
16,254,0.996078431372549
17,254,0.996078431372549
18,254,0.996078431372549
19,254,0.996078431372549
20,254,0.996078431372549
21,254,0.996078431372549
22,254,0.996078431372549
23,88,0.34509803921568627
24,254,0.996078431372549
25,253,0.9921568627450981
26,254,0.996078431372549
27,254,0.996078431372549
28,254,0.996078431372549
29,254,0.996078431372549
30,254,0.996078431372549
31,254,0.996078431372549
32,254,0.996078431372549
33,254,0.996078431372549
34,254,0.996078431372549
35,254,0.996078431372549
36,254,0.996078431372549
37,254,0.996078431372549
38,254,0.996078431372549
39,254,0.996078431372549
40,88,0.34509803921568627
41,254,0.996078431372549
42,254,0.996078431372549
43,254,0.996078431372549
44,254,0.996078431372549
45,254,0.996078431372549
46,254,0.996078431372549
47,254,0.996078431372549
48,254,0.996078431372549
49,254,0.996078431372549
50,254,0.996078431372549
51,254,0.996078431372549
52,254,0.996078431372549
53,254,0.996078431372549
54,254,0.996078431372549
55,254,0.996078431372549
56,88,0.34509803921568627
57,88,0.34509803921568627
58,254,0.996078431372549
59,2,0.00784313725490196
60,254,0.996078431372549
61,254,0.996078431372549
62,254,0.996078431372549
63,254,0.996078431372549
64,254,0.996078431372549
65,254,0.996078431372549
66,254,0.996078431372549
67,254,0.996078431372549
68,254,0.996078431372549
69,254,0.996078431372549
70,254,0.996078431372549
71,254,0.996078431372549
72,254,0.996078431372549
73,254,0.996078431372549
74,254,0.996078431372549
75,254,0.996078431372549
76,254,0.996078431372549
77,254,0.996078431372549
78,254,0.996078431372549
79,254,0.996078431372549
80,254,0.996078431372549
81,254,0.996078431372549
82,254,0.996078431372549
83,254,0.996078431372549
84,254,0.996078431372549
85,254,0.996078431372549
86,254,0.996078431372549
87,254,0.996078431372549
88,254,0.996078431372549
89,254,0.996078431372549
90,254,0.996078431372549
91,254,0.996078431372549
92,254,0.996078431372549
93,254,0.996078431372549
94,254,0.996078431372549
95,254,0.996078431372549
96,254,0.996078431372549
97,88,0.34509803921568627
98,254,0.996078431372549
99,254,0.996078431372549
100,254,0.996078431372549
101,254,0.996078431372549
102,254,0.996078431372549
103,254,0.996078431372549
104,254,0.996078431372549
105,254,0.996078431372549
106,254,0.996078431372549
107,254,0.996078431372549
108,254,0.996078431372549
109,254,0.996078431372549
110,254,0.996078431372549
111,88,0.34509803921568627
112,254,0.996078431372549
113,254,0.996078431372549
114,254,0.996078431372549
115,254,0.996078431372549
116,254,0.996078431372549
117,254,0.996078431372549
118,254,0.996078431372549
119,254,0.996078431372549
120,254,0.996078431372549
121,254,0.996078431372549
122,254,0.996078431372549
123,254,0.996078431372549
124,254,0.996078431372549
125,254,0.996078431372549
126,254,0.996078431372549
127,88,0.34509803921568627
128,254,0.996078431372549
129,254,0.996078431372549
130,254,0.996078431372549
131,88,0.34509803921568627
132,254,0.996078431372549
133,254,0.996078431372549
134,254,0.996078431372549
135,254,0.996078431372549
136,254,0.996078431372549
137,254,0.996078431372549
138,254,0.996078431372549
139,254,0.996078431372549
140,254,0.996078431372549
141,254,0.996078431372549
142,88,0.34509803921568627
143,88,0.34509803921568627
144,62,0.24313725490196078
145,88,0.34509803921568627
146,88,0.34509803921568627
147,88,0.34509803921568627
148,88,0.34509803921568627
149,88,0.34509803921568627
150,88,0.34509803921568627
151,88,0.34509803921568627
152,88,0.34509803921568627
153,88,0.34509803921568627
154,88,0.34509803921568627
155,88,0.34509803921568627
156,88,0.34509803921568627
157,88,0.34509803921568627
158,88,0.34509803921568627
159,88,0.34509803921568627
160,88,0.34509803921568627
161,88,0.34509803921568627
162,88,0.34509803921568627
163,88,0.34509803921568627
164,88,0.34509803921568627
165,254,0.996078431372549
166,254,0.996078431372549
167,254,0.996078431372549
168,254,0.996078431372549
169,254,0.996078431372549
170,254,0.996078431372549
171,254,0.996078431372549
172,254,0.996078431372549
173,254,0.996078431372549
174,88,0.34509803921568627
175,88,0.34509803921568627
177,254,0.996078431372549
178,254,0.996078431372549
179,88,0.34509803921568627
180,88,0.34509803921568627
181,62,0.24313725490196078
182,88,0.34509803921568627
183,88,0.34509803921568627
184,88,0.34509803921568627
185,88,0.34509803921568627
186,88,0.34509803921568627
187,88,0.34509803921568627
188,88,0.34509803921568627
189,88,0.34509803921568627
190,88,0.34509803921568627
191,88,0.34509803921568627
192,88,0.34509803921568627
193,254,0.996078431372549
194,254,0.996078431372549
195,254,0.996078431372549
196,254,0.996078431372549
197,254,0.996078431372549
